,name,value,year,lastValue,rank,Div
0,Barcelona,335,2020.1,326,1,SP1
1,Ath Madrid,305,2020.1,298,2,SP1
2,Real Madrid,305,2020.1,301,2,SP1
3,Sevilla,270,2020.1,266,3,SP1
4,Ath Bilbao,238,2020.1,235,4,SP1
5,Valencia,237,2020.1,233,5,SP1
6,Villarreal,228,2020.1,225,6,SP1
7,Sociedad,216,2020.1,207,7,SP1
8,Celta,194,2020.1,188,8,SP1
9,Espanol,191,2020.1,187,9,SP1
10,Getafe,164,2020.1,160,10,SP1
11,Eibar,160,2020.1,157,11,SP1
12,Betis,154,2020.1,150,12,SP1
13,Levante,153,2020.1,146,13,SP1
14,Malaga,133,2020.1,130,14,SP1
15,Granada,109,2020.1,105,15,SP1
16,Alaves,109,2020.1,102,15,SP1
17,Vallecano,99,2020.1,96,16,SP1
18,Leganes,96,2020.1,94,17,SP1
19,La Coruna,85,2020.1,85,18,SP1
20,Las Palmas,76,2020.1,76,19,SP1
21,Valladolid,63,2020.1,59,20,SP1
22,Osasuna,56,2020.1,53,21,SP1
23,Elche,47,2020.1,44,22,SP1
24,Sp Gijon,44,2020.1,39,23,SP1
25,Girona,42,2020.1,39,24,SP1
26,Almeria,40,2020.1,36,25,SP1
27,Huesca,21,2020.1,15,26,SP1
28,Mallorca,20,2020.1,17,27,SP1
29,Cordoba,9,2020.1,9,28,SP1
30,Barcelona,326,2020.0,320,1,SP1
31,Real Madrid,301,2020.0,295,2,SP1
32,Ath Madrid,298,2020.0,294,3,SP1
33,Sevilla,266,2020.0,261,4,SP1
34,Ath Bilbao,235,2020.0,234,5,SP1
35,Valencia,233,2020.0,224,6,SP1
36,Villarreal,225,2020.0,222,7,SP1
37,Sociedad,207,2020.0,204,8,SP1
38,Celta,188,2020.0,186,9,SP1
39,Espanol,187,2020.0,185,10,SP1
40,Getafe,160,2020.0,157,11,SP1
41,Eibar,157,2020.0,153,12,SP1
42,Betis,150,2020.0,147,13,SP1
43,Levante,146,2020.0,146,14,SP1
44,Malaga,133,2020.0,130,15,SP1
45,Granada,105,2020.0,99,16,SP1
46,Alaves,102,2020.0,101,17,SP1
47,Vallecano,99,2020.0,96,18,SP1
48,Leganes,94,2020.0,91,19,SP1
49,La Coruna,85,2020.0,85,20,SP1
50,Las Palmas,76,2020.0,76,21,SP1
51,Valladolid,59,2020.0,58,22,SP1
52,Osasuna,53,2020.0,49,23,SP1
53,Elche,47,2020.0,44,24,SP1
54,Sp Gijon,44,2020.0,39,25,SP1
55,Girona,42,2020.0,39,26,SP1
56,Almeria,40,2020.0,36,27,SP1
57,Huesca,21,2020.0,15,28,SP1
58,Mallorca,17,2020.0,14,29,SP1
59,Cordoba,9,2020.0,9,30,SP1
60,Barcelona,320,2019.9,313,1,SP1
61,Real Madrid,295,2019.9,291,2,SP1
62,Ath Madrid,294,2019.9,291,3,SP1
63,Sevilla,261,2019.9,258,4,SP1
64,Ath Bilbao,234,2019.9,230,5,SP1
65,Valencia,224,2019.9,220,6,SP1
66,Villarreal,222,2019.9,218,7,SP1
67,Sociedad,204,2019.9,200,8,SP1
68,Celta,186,2019.9,184,9,SP1
69,Espanol,185,2019.9,184,10,SP1
70,Getafe,157,2019.9,151,11,SP1
71,Eibar,153,2019.9,150,12,SP1
72,Betis,147,2019.9,144,13,SP1
73,Levante,146,2019.9,143,14,SP1
74,Malaga,133,2019.9,130,15,SP1
75,Alaves,101,2019.9,100,16,SP1
76,Vallecano,99,2019.9,96,17,SP1
77,Granada,99,2019.9,96,17,SP1
78,Leganes,91,2019.9,85,18,SP1
79,La Coruna,85,2019.9,85,19,SP1
80,Las Palmas,76,2019.9,76,20,SP1
81,Valladolid,58,2019.9,56,21,SP1
82,Osasuna,49,2019.9,48,22,SP1
83,Elche,47,2019.9,44,23,SP1
84,Sp Gijon,44,2019.9,39,24,SP1
85,Girona,42,2019.9,39,25,SP1
86,Almeria,40,2019.9,36,26,SP1
87,Huesca,21,2019.9,15,27,SP1
88,Mallorca,14,2019.9,14,28,SP1
89,Cordoba,9,2019.9,9,29,SP1
90,Barcelona,313,2019.8,307,1,SP1
91,Real Madrid,291,2019.8,284,2,SP1
92,Ath Madrid,291,2019.8,285,2,SP1
93,Sevilla,258,2019.8,251,3,SP1
94,Ath Bilbao,230,2019.8,223,4,SP1
95,Valencia,220,2019.8,216,5,SP1
96,Villarreal,218,2019.8,214,6,SP1
97,Sociedad,200,2019.8,196,7,SP1
98,Espanol,184,2019.8,183,8,SP1
99,Celta,184,2019.8,184,8,SP1
100,Getafe,151,2019.8,147,9,SP1
101,Eibar,150,2019.8,147,10,SP1
102,Betis,144,2019.8,138,11,SP1
103,Levante,143,2019.8,137,12,SP1
104,Malaga,133,2019.8,130,13,SP1
105,Alaves,100,2019.8,93,14,SP1
106,Vallecano,99,2019.8,96,15,SP1
107,Granada,96,2019.8,92,16,SP1
108,Leganes,85,2019.8,82,17,SP1
109,La Coruna,85,2019.8,85,17,SP1
110,Las Palmas,76,2019.8,76,18,SP1
111,Valladolid,56,2019.8,50,19,SP1
112,Osasuna,48,2019.8,42,20,SP1
113,Elche,47,2019.8,44,21,SP1
114,Sp Gijon,44,2019.8,39,22,SP1
115,Girona,42,2019.8,39,23,SP1
116,Almeria,40,2019.8,36,24,SP1
117,Huesca,21,2019.8,15,25,SP1
118,Mallorca,14,2019.8,10,26,SP1
119,Cordoba,9,2019.8,9,27,SP1
120,Barcelona,307,2019.7,298,1,SP1
121,Ath Madrid,285,2019.7,282,2,SP1
122,Real Madrid,284,2019.7,275,3,SP1
123,Sevilla,251,2019.7,248,4,SP1
124,Ath Bilbao,223,2019.7,220,5,SP1
125,Valencia,216,2019.7,211,6,SP1
126,Villarreal,214,2019.7,208,7,SP1
127,Sociedad,196,2019.7,190,8,SP1
128,Celta,184,2019.7,180,9,SP1
129,Espanol,183,2019.7,183,10,SP1
130,Getafe,147,2019.7,141,11,SP1
131,Eibar,147,2019.7,141,11,SP1
132,Betis,138,2019.7,133,12,SP1
133,Levante,137,2019.7,135,13,SP1
134,Malaga,133,2019.7,130,14,SP1
135,Vallecano,99,2019.7,96,15,SP1
136,Alaves,93,2019.7,90,16,SP1
137,Granada,92,2019.7,83,17,SP1
138,La Coruna,85,2019.7,85,18,SP1
139,Leganes,82,2019.7,81,19,SP1
140,Las Palmas,76,2019.7,76,20,SP1
141,Valladolid,50,2019.7,47,21,SP1
142,Elche,47,2019.7,44,22,SP1
143,Sp Gijon,44,2019.7,39,23,SP1
144,Girona,42,2019.7,39,24,SP1
145,Osasuna,42,2019.7,38,24,SP1
146,Almeria,40,2019.7,36,25,SP1
147,Huesca,21,2019.7,15,26,SP1
148,Mallorca,10,2019.7,4,27,SP1
149,Cordoba,9,2019.7,9,28,SP1
150,Barcelona,298,2019.6,295,1,SP1
151,Ath Madrid,282,2019.6,276,2,SP1
152,Real Madrid,275,2019.6,274,3,SP1
153,Sevilla,248,2019.6,247,4,SP1
154,Ath Bilbao,220,2019.6,214,5,SP1
155,Valencia,211,2019.6,207,6,SP1
156,Villarreal,208,2019.6,206,7,SP1
157,Sociedad,190,2019.6,184,8,SP1
158,Espanol,183,2019.6,183,9,SP1
159,Celta,180,2019.6,177,10,SP1
160,Getafe,141,2019.6,139,11,SP1
161,Eibar,141,2019.6,137,11,SP1
162,Levante,135,2019.6,129,12,SP1
163,Betis,133,2019.6,130,13,SP1
164,Malaga,133,2019.6,130,13,SP1
165,Vallecano,99,2019.6,96,14,SP1
166,Alaves,90,2019.6,86,15,SP1
167,La Coruna,85,2019.6,85,16,SP1
168,Granada,83,2019.6,83,17,SP1
169,Leganes,81,2019.6,81,18,SP1
170,Las Palmas,76,2019.6,76,19,SP1
171,Valladolid,47,2019.6,41,20,SP1
172,Elche,47,2019.6,44,20,SP1
173,Sp Gijon,44,2019.6,39,21,SP1
174,Girona,42,2019.6,39,22,SP1
175,Almeria,40,2019.6,36,23,SP1
176,Osasuna,38,2019.6,36,24,SP1
177,Huesca,21,2019.6,15,25,SP1
178,Cordoba,9,2019.6,9,26,SP1
179,Mallorca,4,2019.6,0,27,SP1
180,Barcelona,295,2019.5,289,1,SP1
181,Ath Madrid,276,2019.5,269,2,SP1
182,Real Madrid,274,2019.5,268,3,SP1
183,Sevilla,247,2019.5,241,4,SP1
184,Ath Bilbao,214,2019.5,210,5,SP1
185,Valencia,207,2019.5,204,6,SP1
186,Villarreal,206,2019.5,199,7,SP1
187,Sociedad,190,2019.5,184,8,SP1
188,Espanol,183,2019.5,176,9,SP1
189,Celta,177,2019.5,173,10,SP1
190,Eibar,141,2019.5,137,11,SP1
191,Getafe,139,2019.5,131,12,SP1
192,Malaga,133,2019.5,130,13,SP1
193,Betis,130,2019.5,126,14,SP1
194,Levante,129,2019.5,121,15,SP1
195,Vallecano,99,2019.5,96,16,SP1
196,Alaves,86,2019.5,83,17,SP1
197,La Coruna,85,2019.5,85,18,SP1
198,Granada,83,2019.5,83,19,SP1
199,Leganes,81,2019.5,80,20,SP1
200,Las Palmas,76,2019.5,76,21,SP1
201,Elche,47,2019.5,44,22,SP1
202,Valladolid,47,2019.5,41,22,SP1
203,Sp Gijon,44,2019.5,39,23,SP1
204,Girona,42,2019.5,39,24,SP1
205,Almeria,40,2019.5,36,25,SP1
206,Osasuna,36,2019.5,31,26,SP1
207,Huesca,21,2019.5,15,27,SP1
208,Cordoba,9,2019.5,9,28,SP1
209,Mallorca,0,2019.5,0,29,SP1
210,Barcelona,295,2019.4,289,1,SP1
211,Ath Madrid,276,2019.4,269,2,SP1
212,Real Madrid,274,2019.4,268,3,SP1
213,Sevilla,247,2019.4,241,4,SP1
214,Ath Bilbao,214,2019.4,210,5,SP1
215,Valencia,207,2019.4,204,6,SP1
216,Villarreal,206,2019.4,199,7,SP1
217,Sociedad,190,2019.4,184,8,SP1
218,Espanol,183,2019.4,176,9,SP1
219,Celta,177,2019.4,173,10,SP1
220,Eibar,141,2019.4,137,11,SP1
221,Getafe,139,2019.4,131,12,SP1
222,Malaga,133,2019.4,130,13,SP1
223,Betis,130,2019.4,126,14,SP1
224,Levante,129,2019.4,121,15,SP1
225,Vallecano,99,2019.4,96,16,SP1
226,Alaves,86,2019.4,83,17,SP1
227,La Coruna,85,2019.4,85,18,SP1
228,Granada,83,2019.4,83,19,SP1
229,Leganes,81,2019.4,80,20,SP1
230,Las Palmas,76,2019.4,76,21,SP1
231,Valladolid,47,2019.4,41,22,SP1
232,Elche,47,2019.4,44,22,SP1
233,Sp Gijon,44,2019.4,39,23,SP1
234,Girona,42,2019.4,39,24,SP1
235,Almeria,40,2019.4,36,25,SP1
236,Osasuna,36,2019.4,31,26,SP1
237,Huesca,21,2019.4,15,27,SP1
238,Cordoba,9,2019.4,9,28,SP1
239,Mallorca,0,2019.4,0,29,SP1
240,Barcelona,295,2019.3,289,1,SP1
241,Ath Madrid,276,2019.3,269,2,SP1
242,Real Madrid,274,2019.3,268,3,SP1
243,Sevilla,247,2019.3,241,4,SP1
244,Ath Bilbao,214,2019.3,210,5,SP1
245,Valencia,207,2019.3,204,6,SP1
246,Villarreal,206,2019.3,199,7,SP1
247,Sociedad,190,2019.3,184,8,SP1
248,Espanol,183,2019.3,176,9,SP1
249,Celta,177,2019.3,173,10,SP1
250,Eibar,141,2019.3,137,11,SP1
251,Getafe,139,2019.3,131,12,SP1
252,Malaga,133,2019.3,130,13,SP1
253,Betis,130,2019.3,126,14,SP1
254,Levante,129,2019.3,121,15,SP1
255,Vallecano,99,2019.3,96,16,SP1
256,Alaves,86,2019.3,83,17,SP1
257,La Coruna,85,2019.3,85,18,SP1
258,Granada,83,2019.3,83,19,SP1
259,Leganes,81,2019.3,80,20,SP1
260,Las Palmas,76,2019.3,76,21,SP1
261,Elche,47,2019.3,44,22,SP1
262,Valladolid,47,2019.3,41,22,SP1
263,Sp Gijon,44,2019.3,39,23,SP1
264,Girona,42,2019.3,39,24,SP1
265,Almeria,40,2019.3,36,25,SP1
266,Osasuna,36,2019.3,31,26,SP1
267,Huesca,21,2019.3,15,27,SP1
268,Cordoba,9,2019.3,9,28,SP1
269,Mallorca,0,2019.3,0,29,SP1
270,Barcelona,289,2019.2,280,1,SP1
271,Ath Madrid,269,2019.2,263,2,SP1
272,Real Madrid,268,2019.2,259,3,SP1
273,Sevilla,241,2019.2,235,4,SP1
274,Ath Bilbao,210,2019.2,201,5,SP1
275,Valencia,204,2019.2,197,6,SP1
276,Villarreal,199,2019.2,195,7,SP1
277,Sociedad,184,2019.2,179,8,SP1
278,Espanol,176,2019.2,172,9,SP1
279,Celta,173,2019.2,164,10,SP1
280,Eibar,137,2019.2,134,11,SP1
281,Malaga,133,2019.2,130,12,SP1
282,Getafe,131,2019.2,128,13,SP1
283,Betis,126,2019.2,123,14,SP1
284,Levante,121,2019.2,119,15,SP1
285,Vallecano,96,2019.2,91,16,SP1
286,La Coruna,85,2019.2,85,17,SP1
287,Alaves,83,2019.2,81,18,SP1
288,Granada,83,2019.2,83,18,SP1
289,Leganes,80,2019.2,76,19,SP1
290,Las Palmas,76,2019.2,76,20,SP1
291,Elche,47,2019.2,44,21,SP1
292,Sp Gijon,44,2019.2,39,22,SP1
293,Valladolid,41,2019.2,39,23,SP1
294,Almeria,40,2019.2,36,24,SP1
295,Girona,39,2019.2,39,25,SP1
296,Osasuna,36,2019.2,31,26,SP1
297,Huesca,15,2019.2,13,27,SP1
298,Cordoba,9,2019.2,9,28,SP1
299,Mallorca,0,2019.2,0,29,SP1
300,Barcelona,280,2019.1,274,1,SP1
301,Ath Madrid,263,2019.1,257,2,SP1
302,Real Madrid,259,2019.1,259,3,SP1
303,Sevilla,235,2019.1,231,4,SP1
304,Ath Bilbao,201,2019.1,196,5,SP1
305,Valencia,197,2019.1,192,6,SP1
306,Villarreal,195,2019.1,192,7,SP1
307,Sociedad,179,2019.1,176,8,SP1
308,Espanol,172,2019.1,165,9,SP1
309,Celta,164,2019.1,164,10,SP1
310,Eibar,134,2019.1,130,11,SP1
311,Malaga,133,2019.1,130,12,SP1
312,Getafe,128,2019.1,119,13,SP1
313,Betis,123,2019.1,122,14,SP1
314,Levante,119,2019.1,119,15,SP1
315,Vallecano,91,2019.1,91,16,SP1
316,La Coruna,85,2019.1,85,17,SP1
317,Granada,83,2019.1,83,18,SP1
318,Alaves,81,2019.1,76,19,SP1
319,Las Palmas,76,2019.1,76,20,SP1
320,Leganes,76,2019.1,69,20,SP1
321,Elche,47,2019.1,44,21,SP1
322,Sp Gijon,44,2019.1,39,22,SP1
323,Almeria,40,2019.1,36,23,SP1
324,Girona,39,2019.1,38,24,SP1
325,Valladolid,39,2019.1,38,24,SP1
326,Osasuna,36,2019.1,31,25,SP1
327,Huesca,13,2019.1,10,26,SP1
328,Cordoba,9,2019.1,9,27,SP1
329,Mallorca,0,2019.1,0,28,SP1
330,Barcelona,274,2019.0,267,1,SP1
331,Real Madrid,259,2019.0,253,2,SP1
332,Ath Madrid,257,2019.0,251,3,SP1
333,Sevilla,231,2019.0,227,4,SP1
334,Ath Bilbao,196,2019.0,190,5,SP1
335,Villarreal,192,2019.0,189,6,SP1
336,Valencia,192,2019.0,188,6,SP1
337,Sociedad,176,2019.0,169,7,SP1
338,Espanol,165,2019.0,162,8,SP1
339,Celta,164,2019.0,161,9,SP1
340,Malaga,133,2019.0,130,10,SP1
341,Eibar,130,2019.0,123,11,SP1
342,Betis,122,2019.0,116,12,SP1
343,Levante,119,2019.0,114,13,SP1
344,Getafe,119,2019.0,116,13,SP1
345,Vallecano,91,2019.0,87,14,SP1
346,La Coruna,85,2019.0,85,15,SP1
347,Granada,83,2019.0,83,16,SP1
348,Las Palmas,76,2019.0,76,17,SP1
349,Alaves,76,2019.0,73,17,SP1
350,Leganes,69,2019.0,65,18,SP1
351,Elche,47,2019.0,44,19,SP1
352,Sp Gijon,44,2019.0,39,20,SP1
353,Almeria,40,2019.0,36,21,SP1
354,Girona,38,2019.0,37,22,SP1
355,Valladolid,38,2019.0,35,22,SP1
356,Osasuna,36,2019.0,31,23,SP1
357,Huesca,10,2019.0,4,24,SP1
358,Cordoba,9,2019.0,9,25,SP1
359,Mallorca,0,2019.0,0,26,SP1
360,Barcelona,267,2018.9,261,1,SP1
361,Real Madrid,253,2018.9,247,2,SP1
362,Ath Madrid,251,2018.9,245,3,SP1
363,Sevilla,227,2018.9,224,4,SP1
364,Ath Bilbao,190,2018.9,186,5,SP1
365,Villarreal,189,2018.9,189,6,SP1
366,Valencia,188,2018.9,184,7,SP1
367,Sociedad,169,2018.9,166,8,SP1
368,Espanol,162,2018.9,162,9,SP1
369,Celta,161,2018.9,157,10,SP1
370,Malaga,133,2018.9,130,11,SP1
371,Eibar,123,2018.9,121,12,SP1
372,Betis,116,2018.9,109,13,SP1
373,Getafe,116,2018.9,110,13,SP1
374,Levante,114,2018.9,111,14,SP1
375,Vallecano,87,2018.9,81,15,SP1
376,La Coruna,85,2018.9,85,16,SP1
377,Granada,83,2018.9,83,17,SP1
378,Las Palmas,76,2018.9,76,18,SP1
379,Alaves,73,2018.9,71,19,SP1
380,Leganes,65,2018.9,63,20,SP1
381,Elche,47,2018.9,44,21,SP1
382,Sp Gijon,44,2018.9,39,22,SP1
383,Almeria,40,2018.9,36,23,SP1
384,Girona,37,2018.9,35,24,SP1
385,Osasuna,36,2018.9,31,25,SP1
386,Valladolid,35,2018.9,35,26,SP1
387,Cordoba,9,2018.9,9,27,SP1
388,Huesca,4,2018.9,3,28,SP1
389,Mallorca,0,2018.9,0,29,SP1
390,Barcelona,261,2018.8,255,1,SP1
391,Real Madrid,247,2018.8,244,2,SP1
392,Ath Madrid,245,2018.8,238,3,SP1
393,Sevilla,224,2018.8,215,4,SP1
394,Villarreal,189,2018.8,184,5,SP1
395,Ath Bilbao,186,2018.8,184,6,SP1
396,Valencia,184,2018.8,180,7,SP1
397,Sociedad,166,2018.8,164,8,SP1
398,Espanol,162,2018.8,159,9,SP1
399,Celta,157,2018.8,154,10,SP1
400,Malaga,133,2018.8,130,11,SP1
401,Eibar,121,2018.8,114,12,SP1
402,Levante,111,2018.8,108,13,SP1
403,Getafe,110,2018.8,107,14,SP1
404,Betis,109,2018.8,108,15,SP1
405,La Coruna,85,2018.8,85,16,SP1
406,Granada,83,2018.8,83,17,SP1
407,Vallecano,81,2018.8,79,18,SP1
408,Las Palmas,76,2018.8,76,19,SP1
409,Alaves,71,2018.8,65,20,SP1
410,Leganes,63,2018.8,59,21,SP1
411,Elche,47,2018.8,44,22,SP1
412,Sp Gijon,44,2018.8,39,23,SP1
413,Almeria,40,2018.8,36,24,SP1
414,Osasuna,36,2018.8,31,25,SP1
415,Girona,35,2018.8,31,26,SP1
416,Valladolid,35,2018.8,33,26,SP1
417,Cordoba,9,2018.8,9,27,SP1
418,Huesca,3,2018.8,1,28,SP1
419,Mallorca,0,2018.8,0,29,SP1
420,Barcelona,255,2018.7,253,1,SP1
421,Real Madrid,244,2018.7,240,2,SP1
422,Ath Madrid,238,2018.7,231,3,SP1
423,Sevilla,215,2018.7,209,4,SP1
424,Villarreal,184,2018.7,183,5,SP1
425,Ath Bilbao,184,2018.7,183,5,SP1
426,Valencia,180,2018.7,177,6,SP1
427,Sociedad,164,2018.7,163,7,SP1
428,Espanol,159,2018.7,150,8,SP1
429,Celta,154,2018.7,152,9,SP1
430,Malaga,133,2018.7,130,10,SP1
431,Eibar,114,2018.7,111,11,SP1
432,Betis,108,2018.7,104,12,SP1
433,Levante,108,2018.7,105,12,SP1
434,Getafe,107,2018.7,107,13,SP1
435,La Coruna,85,2018.7,85,14,SP1
436,Granada,83,2018.7,83,15,SP1
437,Vallecano,79,2018.7,78,16,SP1
438,Las Palmas,76,2018.7,76,17,SP1
439,Alaves,65,2018.7,61,18,SP1
440,Leganes,59,2018.7,53,19,SP1
441,Elche,47,2018.7,44,20,SP1
442,Sp Gijon,44,2018.7,39,21,SP1
443,Almeria,40,2018.7,36,22,SP1
444,Osasuna,36,2018.7,31,23,SP1
445,Valladolid,33,2018.7,27,24,SP1
446,Girona,31,2018.7,28,25,SP1
447,Cordoba,9,2018.7,9,26,SP1
448,Huesca,1,2018.7,0,27,SP1
449,Huesca,0,2018.7,0,28,SP1
450,Mallorca,0,2018.7,0,28,SP1
451,Barcelona,253,2018.6,247,1,SP1
452,Real Madrid,240,2018.6,234,2,SP1
453,Ath Madrid,231,2018.6,228,3,SP1
454,Sevilla,209,2018.6,208,4,SP1
455,Ath Bilbao,183,2018.6,179,5,SP1
456,Villarreal,183,2018.6,183,5,SP1
457,Valencia,177,2018.6,176,6,SP1
458,Sociedad,163,2018.6,157,7,SP1
459,Celta,152,2018.6,148,8,SP1
460,Espanol,150,2018.6,147,9,SP1
461,Malaga,133,2018.6,130,10,SP1
462,Eibar,111,2018.6,108,11,SP1
463,Getafe,107,2018.6,103,12,SP1
464,Levante,105,2018.6,104,13,SP1
465,Betis,104,2018.6,101,14,SP1
466,La Coruna,85,2018.6,85,15,SP1
467,Granada,83,2018.6,83,16,SP1
468,Vallecano,78,2018.6,78,17,SP1
469,Las Palmas,76,2018.6,76,18,SP1
470,Alaves,61,2018.6,57,19,SP1
471,Leganes,53,2018.6,52,20,SP1
472,Elche,47,2018.6,44,21,SP1
473,Sp Gijon,44,2018.6,39,22,SP1
474,Almeria,40,2018.6,36,23,SP1
475,Osasuna,36,2018.6,31,24,SP1
476,Girona,28,2018.6,27,25,SP1
477,Valladolid,27,2018.6,27,26,SP1
478,Cordoba,9,2018.6,9,27,SP1
479,Huesca,0,2018.6,0,28,SP1
480,Mallorca,0,2018.6,0,28,SP1
481,Barcelona,247,2018.5,240,1,SP1
482,Real Madrid,234,2018.5,228,2,SP1
483,Ath Madrid,228,2018.5,226,3,SP1
484,Sevilla,208,2018.5,199,4,SP1
485,Villarreal,183,2018.5,176,5,SP1
486,Ath Bilbao,179,2018.5,176,6,SP1
487,Valencia,176,2018.5,172,7,SP1
488,Sociedad,163,2018.5,157,8,SP1
489,Celta,148,2018.5,143,9,SP1
490,Espanol,147,2018.5,143,10,SP1
491,Malaga,133,2018.5,130,11,SP1
492,Eibar,108,2018.5,105,12,SP1
493,Levante,104,2018.5,98,13,SP1
494,Getafe,103,2018.5,102,14,SP1
495,Betis,101,2018.5,97,15,SP1
496,La Coruna,85,2018.5,85,16,SP1
497,Granada,83,2018.5,83,17,SP1
498,Vallecano,78,2018.5,75,18,SP1
499,Las Palmas,76,2018.5,76,19,SP1
500,Alaves,57,2018.5,54,20,SP1
501,Leganes,52,2018.5,49,21,SP1
502,Elche,47,2018.5,44,22,SP1
503,Sp Gijon,44,2018.5,39,23,SP1
504,Almeria,40,2018.5,36,24,SP1
505,Osasuna,36,2018.5,31,25,SP1
506,Girona,27,2018.5,27,26,SP1
507,Valladolid,27,2018.5,23,26,SP1
508,Cordoba,9,2018.5,9,27,SP1
509,Mallorca,0,2018.5,0,28,SP1
510,Huesca,0,2018.5,0,28,SP1
511,Barcelona,247,2018.4,240,1,SP1
512,Real Madrid,234,2018.4,228,2,SP1
513,Ath Madrid,228,2018.4,226,3,SP1
514,Sevilla,208,2018.4,199,4,SP1
515,Villarreal,183,2018.4,176,5,SP1
516,Ath Bilbao,179,2018.4,176,6,SP1
517,Valencia,176,2018.4,172,7,SP1
518,Sociedad,163,2018.4,157,8,SP1
