,name,value,year,lastValue,rank,Div
2602,Norwich,47,2018.1,44,20,E0
2603,Brighton,24,2018.1,18,21,E0
2604,QPR,23,2018.1,19,22,E0
2605,Cardiff,20,2018.1,20,23,E0
2606,Huddersfield,20,2018.1,16,23,E0
2607,Fulham,18,2018.1,16,24,E0
2608,Middlesbrough,18,2018.1,14,24,E0
2609,Sheffield United,0,2018.1,0,25,E0
2610,Wolves,0,2018.1,0,25,E0
2611,Man City,212,2018.0,203,1,E0
2612,Arsenal,202,2018.0,195,2,E0
2613,Chelsea,198,2018.0,197,3,E0
2614,Tottenham,186,2018.0,179,4,E0
2615,Liverpool,184,2018.0,180,5,E0
2616,Man United,181,2018.0,175,6,E0
2617,Everton,159,2018.0,155,7,E0
2618,Stoke,142,2018.0,138,8,E0
2619,Southampton,142,2018.0,140,8,E0
2620,West Ham,130,2018.0,125,9,E0
2621,Swansea,126,2018.0,120,10,E0
2622,Leicester,123,2018.0,116,11,E0
2623,West Brom,111,2018.0,108,12,E0
2624,Crystal Palace,106,2018.0,102,13,E0
2625,Newcastle,94,2018.0,92,14,E0
2626,Sunderland,76,2018.0,76,15,E0
2627,Hull,73,2018.0,70,16,E0
2628,Burnley,70,2018.0,69,17,E0
2629,Bournemouth,69,2018.0,63,18,E0
2630,Watford,68,2018.0,64,19,E0
2631,Aston Villa,53,2018.0,52,20,E0
2632,Norwich,47,2018.0,44,21,E0
2633,QPR,23,2018.0,19,22,E0
2634,Cardiff,20,2018.0,20,23,E0
2635,Middlesbrough,18,2018.0,14,24,E0
2636,Brighton,18,2018.0,14,24,E0
2637,Fulham,18,2018.0,16,24,E0
2638,Huddersfield,16,2018.0,16,25,E0
2639,Sheffield United,0,2018.0,0,26,E0
2640,Wolves,0,2018.0,0,26,E0
2641,Man City,203,2017.9,191,1,E0
2642,Chelsea,197,2017.9,182,2,E0
2643,Arsenal,195,2017.9,188,3,E0
2644,Liverpool,180,2017.9,172,4,E0
2645,Tottenham,179,2017.9,170,5,E0
2646,Man United,175,2017.9,170,6,E0
2647,Everton,155,2017.9,145,7,E0
2648,Southampton,140,2017.9,135,8,E0
2649,Stoke,138,2017.9,132,9,E0
2650,West Ham,125,2017.9,121,10,E0
2651,Swansea,120,2017.9,116,11,E0
2652,Leicester,116,2017.9,109,12,E0
2653,West Brom,108,2017.9,104,13,E0
2654,Crystal Palace,102,2017.9,97,14,E0
2655,Newcastle,92,2017.9,91,15,E0
2656,Sunderland,76,2017.9,76,16,E0
2657,Hull,73,2017.9,70,17,E0
2658,Burnley,69,2017.9,63,18,E0
2659,Watford,64,2017.9,60,19,E0
2660,Bournemouth,63,2017.9,58,20,E0
2661,Aston Villa,53,2017.9,52,21,E0
2662,Norwich,47,2017.9,44,22,E0
2663,QPR,23,2017.9,19,23,E0
2664,Cardiff,20,2017.9,20,24,E0
2665,Fulham,18,2017.9,16,25,E0
2666,Middlesbrough,18,2017.9,14,25,E0
2667,Huddersfield,16,2017.9,11,26,E0
2668,Brighton,14,2017.9,9,27,E0
2669,Sheffield United,0,2017.9,0,28,E0
2670,Wolves,0,2017.9,0,28,E0
2671,Man City,191,2017.8,185,1,E0
2672,Arsenal,188,2017.8,182,2,E0
2673,Chelsea,182,2017.8,176,3,E0
2674,Liverpool,172,2017.8,165,4,E0
2675,Man United,170,2017.8,161,5,E0
2676,Tottenham,170,2017.8,163,5,E0
2677,Everton,145,2017.8,142,6,E0
2678,Southampton,135,2017.8,132,7,E0
2679,Stoke,132,2017.8,131,8,E0
2680,West Ham,121,2017.8,120,9,E0
2681,Swansea,116,2017.8,115,10,E0
2682,Leicester,109,2017.8,106,11,E0
2683,West Brom,104,2017.8,104,12,E0
2684,Crystal Palace,97,2017.8,92,13,E0
2685,Newcastle,91,2017.8,88,14,E0
2686,Sunderland,76,2017.8,76,15,E0
2687,Hull,73,2017.8,70,16,E0
2688,Burnley,63,2017.8,57,17,E0
2689,Watford,60,2017.8,57,18,E0
2690,Bournemouth,58,2017.8,55,19,E0
2691,Aston Villa,53,2017.8,52,20,E0
2692,Norwich,47,2017.8,44,21,E0
2693,QPR,23,2017.8,19,22,E0
2694,Cardiff,20,2017.8,20,23,E0
2695,Middlesbrough,18,2017.8,14,24,E0
2696,Fulham,18,2017.8,16,24,E0
2697,Huddersfield,11,2017.8,5,25,E0
2698,Brighton,9,2017.8,7,26,E0
2699,Sheffield United,0,2017.8,0,27,E0
2700,Wolves,0,2017.8,0,27,E0
2701,Man City,185,2017.7,179,1,E0
2702,Arsenal,182,2017.7,176,2,E0
2703,Chelsea,176,2017.7,175,3,E0
2704,Liverpool,165,2017.7,163,4,E0
2705,Tottenham,163,2017.7,159,5,E0
2706,Man United,161,2017.7,155,6,E0
2707,Everton,142,2017.7,139,7,E0
2708,Southampton,132,2017.7,131,8,E0
2709,Stoke,131,2017.7,128,9,E0
2710,West Ham,120,2017.7,117,10,E0
2711,Swansea,115,2017.7,112,11,E0
2712,Leicester,106,2017.7,105,12,E0
2713,West Brom,104,2017.7,102,13,E0
2714,Crystal Palace,92,2017.7,89,14,E0
2715,Newcastle,88,2017.7,84,15,E0
2716,Sunderland,76,2017.7,76,16,E0
2717,Hull,73,2017.7,70,17,E0
2718,Burnley,57,2017.7,55,18,E0
2719,Watford,57,2017.7,54,18,E0
2720,Bournemouth,55,2017.7,51,19,E0
2721,Aston Villa,53,2017.7,52,20,E0
2722,Norwich,47,2017.7,44,21,E0
2723,QPR,23,2017.7,19,22,E0
2724,Cardiff,20,2017.7,20,23,E0
2725,Fulham,18,2017.7,16,24,E0
2726,Middlesbrough,18,2017.7,14,24,E0
2727,Brighton,7,2017.7,3,25,E0
2728,Huddersfield,5,2017.7,4,26,E0
2729,Sheffield United,0,2017.7,0,27,E0
2730,Wolves,0,2017.7,0,27,E0
2731,Man City,179,2017.6,175,1,E0
2732,Arsenal,176,2017.6,170,2,E0
2733,Chelsea,175,2017.6,172,3,E0
2734,Liverpool,163,2017.6,157,4,E0
2735,Tottenham,159,2017.6,158,5,E0
2736,Man United,155,2017.6,149,6,E0
2737,Everton,139,2017.6,136,7,E0
2738,Southampton,131,2017.6,127,8,E0
2739,Stoke,128,2017.6,124,9,E0
2740,West Ham,117,2017.6,114,10,E0
2741,Swansea,112,2017.6,112,11,E0
2742,Leicester,105,2017.6,102,12,E0
2743,West Brom,102,2017.6,98,13,E0
2744,Crystal Palace,89,2017.6,89,14,E0
2745,Newcastle,84,2017.6,81,15,E0
2746,Sunderland,76,2017.6,76,16,E0
2747,Hull,73,2017.6,70,17,E0
2748,Burnley,55,2017.6,52,18,E0
2749,Watford,54,2017.6,52,19,E0
2750,Aston Villa,53,2017.6,52,20,E0
2751,Bournemouth,51,2017.6,51,21,E0
2752,Norwich,47,2017.6,44,22,E0
2753,QPR,23,2017.6,19,23,E0
2754,Cardiff,20,2017.6,20,24,E0
2755,Middlesbrough,18,2017.6,14,25,E0
2756,Fulham,18,2017.6,16,25,E0
2757,Huddersfield,4,2017.6,0,26,E0
2758,Brighton,3,2017.6,0,27,E0
2759,Sheffield United,0,2017.6,0,28,E0
2760,Wolves,0,2017.6,0,28,E0
2761,Man City,175,2017.5,165,1,E0
2762,Chelsea,172,2017.5,160,2,E0
2763,Arsenal,170,2017.5,158,3,E0
2764,Tottenham,158,2017.5,152,4,E0
2765,Liverpool,157,2017.5,153,5,E0
2766,Man United,149,2017.5,145,6,E0
2767,Everton,136,2017.5,133,7,E0
2768,Southampton,127,2017.5,125,8,E0
2769,Stoke,124,2017.5,123,9,E0
2770,West Ham,114,2017.5,110,10,E0
2771,Swansea,112,2017.5,103,11,E0
2772,Leicester,102,2017.5,98,12,E0
2773,West Brom,98,2017.5,98,13,E0
2774,Crystal Palace,89,2017.5,86,14,E0
2775,Newcastle,81,2017.5,75,15,E0
2776,Sunderland,76,2017.5,76,16,E0
2777,Hull,73,2017.5,70,17,E0
2778,Aston Villa,53,2017.5,52,18,E0
2779,Watford,52,2017.5,52,19,E0
2780,Burnley,52,2017.5,51,19,E0
2781,Bournemouth,51,2017.5,44,20,E0
2782,Norwich,47,2017.5,44,21,E0
2783,QPR,23,2017.5,19,22,E0
2784,Cardiff,20,2017.5,20,23,E0
2785,Fulham,18,2017.5,16,24,E0
2786,Middlesbrough,18,2017.5,14,24,E0
2787,Huddersfield,0,2017.5,0,25,E0
2788,Brighton,0,2017.5,0,25,E0
2789,Wolves,0,2017.5,0,25,E0
2790,Sheffield United,0,2017.5,0,25,E0
2791,Man City,175,2017.4,165,1,E0
2792,Chelsea,172,2017.4,160,2,E0
2793,Arsenal,170,2017.4,158,3,E0
2794,Tottenham,158,2017.4,152,4,E0
2795,Liverpool,157,2017.4,153,5,E0
2796,Man United,149,2017.4,145,6,E0
2797,Everton,136,2017.4,133,7,E0
2798,Southampton,127,2017.4,125,8,E0
2799,Stoke,124,2017.4,123,9,E0
2800,West Ham,114,2017.4,110,10,E0
2801,Swansea,112,2017.4,103,11,E0
2802,Leicester,102,2017.4,98,12,E0
2803,West Brom,98,2017.4,98,13,E0
2804,Crystal Palace,89,2017.4,86,14,E0
2805,Newcastle,81,2017.4,75,15,E0
2806,Sunderland,76,2017.4,76,16,E0
2807,Hull,73,2017.4,70,17,E0
2808,Aston Villa,53,2017.4,52,18,E0
2809,Watford,52,2017.4,52,19,E0
2810,Burnley,52,2017.4,51,19,E0
2811,Bournemouth,51,2017.4,44,20,E0
2812,Norwich,47,2017.4,44,21,E0
2813,QPR,23,2017.4,19,22,E0
2814,Cardiff,20,2017.4,20,23,E0
2815,Fulham,18,2017.4,16,24,E0
2816,Middlesbrough,18,2017.4,14,24,E0
2817,Wolves,0,2017.4,0,25,E0
2818,Huddersfield,0,2017.4,0,25,E0
2819,Sheffield United,0,2017.4,0,25,E0
2820,Brighton,0,2017.4,0,25,E0
2821,Man City,175,2017.3,165,1,E0
2822,Chelsea,172,2017.3,160,2,E0
2823,Arsenal,170,2017.3,158,3,E0
2824,Tottenham,158,2017.3,152,4,E0
2825,Liverpool,157,2017.3,153,5,E0
2826,Man United,149,2017.3,145,6,E0
2827,Everton,136,2017.3,133,7,E0
2828,Southampton,127,2017.3,125,8,E0
2829,Stoke,124,2017.3,123,9,E0
2830,West Ham,114,2017.3,110,10,E0
2831,Swansea,112,2017.3,103,11,E0
2832,Leicester,102,2017.3,98,12,E0
2833,West Brom,98,2017.3,98,13,E0
2834,Crystal Palace,89,2017.3,86,14,E0
2835,Newcastle,81,2017.3,75,15,E0
2836,Sunderland,76,2017.3,76,16,E0
2837,Hull,73,2017.3,70,17,E0
2838,Aston Villa,53,2017.3,52,18,E0
2839,Watford,52,2017.3,52,19,E0
2840,Burnley,52,2017.3,51,19,E0
2841,Bournemouth,51,2017.3,44,20,E0
2842,Norwich,47,2017.3,44,21,E0
2843,QPR,23,2017.3,19,22,E0
2844,Cardiff,20,2017.3,20,23,E0
2845,Middlesbrough,18,2017.3,14,24,E0
2846,Fulham,18,2017.3,16,24,E0
2847,Brighton,0,2017.3,0,25,E0
2848,Sheffield United,0,2017.3,0,25,E0
2849,Wolves,0,2017.3,0,25,E0
2850,Huddersfield,0,2017.3,0,25,E0
2851,Man City,165,2017.2,161,1,E0
2852,Chelsea,160,2017.2,157,2,E0
2853,Arsenal,158,2017.2,154,3,E0
2854,Liverpool,153,2017.2,149,4,E0
2855,Tottenham,152,2017.2,143,5,E0
2856,Man United,145,2017.2,140,6,E0
2857,Everton,133,2017.2,124,7,E0
2858,Southampton,125,2017.2,121,8,E0
2859,Stoke,123,2017.2,120,9,E0
2860,West Ham,110,2017.2,107,10,E0
2861,Swansea,103,2017.2,102,11,E0
2862,West Brom,98,2017.2,95,12,E0
2863,Leicester,98,2017.2,92,12,E0
2864,Crystal Palace,86,2017.2,79,13,E0
2865,Newcastle,81,2017.2,75,14,E0
2866,Sunderland,76,2017.2,74,15,E0
2867,Hull,70,2017.2,64,16,E0
2868,Aston Villa,53,2017.2,52,17,E0
2869,Watford,52,2017.2,43,18,E0
2870,Burnley,51,2017.2,48,19,E0
2871,Norwich,47,2017.2,44,20,E0
2872,Bournemouth,44,2017.2,41,21,E0
2873,QPR,23,2017.2,19,22,E0
2874,Cardiff,20,2017.2,20,23,E0
2875,Fulham,18,2017.2,16,24,E0
2876,Middlesbrough,14,2017.2,13,25,E0
2877,Huddersfield,0,2017.2,0,26,E0
2878,Wolves,0,2017.2,0,26,E0
2879,Brighton,0,2017.2,0,26,E0
2880,Sheffield United,0,2017.2,0,26,E0
2881,Man City,161,2017.1,160,1,E0
2882,Chelsea,157,2017.1,154,2,E0
2883,Arsenal,154,2017.1,151,3,E0
2884,Liverpool,149,2017.1,140,4,E0
2885,Tottenham,143,2017.1,137,5,E0
2886,Man United,140,2017.1,136,6,E0
2887,Everton,124,2017.1,118,7,E0
2888,Southampton,121,2017.1,118,8,E0
2889,Stoke,120,2017.1,114,9,E0
2890,West Ham,107,2017.1,106,10,E0
2891,Swansea,102,2017.1,96,11,E0
2892,West Brom,95,2017.1,92,12,E0
2893,Leicester,92,2017.1,86,13,E0
2894,Newcastle,81,2017.1,75,14,E0
2895,Crystal Palace,79,2017.1,76,15,E0
2896,Sunderland,74,2017.1,74,16,E0
2897,Hull,64,2017.1,60,17,E0
2898,Aston Villa,53,2017.1,52,18,E0
2899,Burnley,48,2017.1,47,19,E0
2900,Norwich,47,2017.1,44,20,E0
2901,Watford,43,2017.1,42,21,E0
2902,Bournemouth,41,2017.1,38,22,E0
2903,QPR,23,2017.1,19,23,E0
2904,Cardiff,20,2017.1,20,24,E0
2905,Fulham,18,2017.1,16,25,E0
2906,Middlesbrough,13,2017.1,12,26,E0
2907,Wolves,0,2017.1,0,27,E0
2908,Huddersfield,0,2017.1,0,27,E0
2909,Brighton,0,2017.1,0,27,E0
2910,Sheffield United,0,2017.1,0,27,E0
2911,Man City,160,2017.0,153,1,E0
2912,Chelsea,154,2017.0,148,2,E0
2913,Arsenal,151,2017.0,145,3,E0
2914,Liverpool,140,2017.0,139,4,E0
2915,Tottenham,137,2017.0,128,5,E0
2916,Man United,136,2017.0,134,6,E0
2917,Southampton,121,2017.0,118,7,E0
2918,Everton,118,2017.0,109,8,E0
2919,Stoke,114,2017.0,109,9,E0
2920,West Ham,106,2017.0,103,10,E0
2921,Swansea,96,2017.0,93,11,E0
2922,West Brom,92,2017.0,83,12,E0
2923,Leicester,86,2017.0,86,13,E0
2924,Newcastle,81,2017.0,75,14,E0
2925,Crystal Palace,76,2017.0,76,15,E0
2926,Sunderland,74,2017.0,72,16,E0
2927,Hull,60,2017.0,54,17,E0
2928,Aston Villa,53,2017.0,52,18,E0
2929,Burnley,47,2017.0,41,19,E0
2930,Norwich,47,2017.0,44,19,E0
2931,Watford,42,2017.0,38,20,E0
2932,Bournemouth,38,2017.0,36,21,E0
2933,QPR,23,2017.0,19,22,E0
2934,Cardiff,20,2017.0,20,23,E0
2935,Fulham,18,2017.0,16,24,E0
2936,Middlesbrough,12,2017.0,10,25,E0
2937,Brighton,0,2017.0,0,26,E0
2938,Huddersfield,0,2017.0,0,26,E0
2939,Wolves,0,2017.0,0,26,E0
2940,Sheffield United,0,2017.0,0,26,E0
2941,Man City,153,2016.9,147,1,E0
2942,Chelsea,148,2016.9,139,2,E0
2943,Arsenal,145,2016.9,136,3,E0
2944,Liverpool,139,2016.9,132,4,E0
2945,Man United,134,2016.9,127,5,E0
2946,Tottenham,128,2016.9,119,6,E0
2947,Southampton,118,2016.9,112,7,E0
2948,Everton,109,2016.9,105,8,E0
2949,Stoke,109,2016.9,104,8,E0
2950,West Ham,103,2016.9,97,9,E0
2951,Swansea,93,2016.9,87,10,E0
2952,Leicester,86,2016.9,82,11,E0
2953,West Brom,83,2016.9,77,12,E0
2954,Newcastle,81,2016.9,75,13,E0
2955,Crystal Palace,76,2016.9,73,14,E0
2956,Sunderland,72,2016.9,66,15,E0
2957,Hull,54,2016.9,51,16,E0
2958,Aston Villa,53,2016.9,52,17,E0
2959,Norwich,47,2016.9,44,18,E0
2960,Burnley,41,2016.9,35,19,E0
2961,Watford,38,2016.9,34,20,E0
2962,Bournemouth,36,2016.9,30,21,E0
2963,QPR,23,2016.9,19,22,E0
2964,Cardiff,20,2016.9,20,23,E0
2965,Fulham,18,2016.9,16,24,E0
2966,Middlesbrough,10,2016.9,4,25,E0
2967,Huddersfield,0,2016.9,0,26,E0
2968,Brighton,0,2016.9,0,26,E0
2969,Wolves,0,2016.9,0,26,E0
2970,Sheffield United,0,2016.9,0,26,E0
2971,Man City,147,2016.8,145,1,E0
2972,Chelsea,139,2016.8,133,2,E0
2973,Arsenal,136,2016.8,134,3,E0
2974,Liverpool,132,2016.8,126,4,E0
2975,Man United,127,2016.8,125,5,E0
2976,Tottenham,119,2016.8,115,6,E0
2977,Southampton,112,2016.8,111,7,E0
2978,Everton,105,2016.8,101,8,E0
2979,Stoke,104,2016.8,101,9,E0
2980,West Ham,97,2016.8,93,10,E0
2981,Swansea,87,2016.8,86,11,E0
2982,Leicester,82,2016.8,79,12,E0
2983,Newcastle,81,2016.8,75,13,E0
2984,West Brom,77,2016.8,74,14,E0
2985,Crystal Palace,73,2016.8,73,15,E0
2986,Sunderland,66,2016.8,63,16,E0
2987,Aston Villa,53,2016.8,52,17,E0
2988,Hull,51,2016.8,48,18,E0
2989,Norwich,47,2016.8,44,19,E0
2990,Burnley,35,2016.8,29,20,E0
2991,Watford,34,2016.8,28,21,E0
2992,Bournemouth,30,2016.8,29,22,E0
2993,QPR,23,2016.8,19,23,E0
2994,Cardiff,20,2016.8,20,24,E0
2995,Fulham,18,2016.8,16,25,E0
2996,Middlesbrough,4,2016.8,1,26,E0
2997,Wolves,0,2016.8,0,27,E0
2998,Brighton,0,2016.8,0,27,E0
2999,Sheffield United,0,2016.8,0,27,E0
3000,Huddersfield,0,2016.8,0,27,E0
3001,Man City,145,2016.7,141,1,E0
3002,Arsenal,134,2016.7,128,2,E0
3003,Chelsea,133,2016.7,130,3,E0
3004,Liverpool,126,2016.7,122,4,E0
3005,Man United,125,2016.7,121,5,E0
3006,Tottenham,115,2016.7,109,6,E0
3007,Southampton,111,2016.7,105,7,E0
3008,Everton,101,2016.7,97,8,E0
3009,Stoke,101,2016.7,97,8,E0
3010,West Ham,93,2016.7,92,9,E0
3011,Swansea,86,2016.7,86,10,E0
3012,Newcastle,81,2016.7,75,11,E0
3013,Leicester,79,2016.7,75,12,E0
3014,West Brom,74,2016.7,70,13,E0
3015,Crystal Palace,73,2016.7,70,14,E0
3016,Sunderland,63,2016.7,62,15,E0
3017,Aston Villa,53,2016.7,52,16,E0
3018,Hull,48,2016.7,48,17,E0
3019,Norwich,47,2016.7,44,18,E0
3020,Bournemouth,29,2016.7,23,19,E0
3021,Burnley,29,2016.7,26,19,E0
3022,Watford,28,2016.7,24,20,E0
3023,QPR,23,2016.7,19,21,E0
3024,Cardiff,20,2016.7,20,22,E0
3025,Fulham,18,2016.7,16,23,E0
3026,Middlesbrough,1,2016.7,1,24,E0
3027,Huddersfield,0,2016.7,0,25,E0
3028,Brighton,0,2016.7,0,25,E0
3029,Wolves,0,2016.7,0,25,E0
3030,Sheffield United,0,2016.7,0,25,E0
3031,Man City,141,2016.6,135,1,E0
3032,Chelsea,130,2016.6,124,2,E0
3033,Arsenal,128,2016.6,125,3,E0
3034,Liverpool,122,2016.6,119,4,E0
3035,Man United,121,2016.6,118,5,E0
3036,Tottenham,109,2016.6,105,6,E0
3037,Southampton,105,2016.6,103,7,E0
3038,Stoke,97,2016.6,97,8,E0
3039,Everton,97,2016.6,93,8,E0
3040,West Ham,92,2016.6,89,9,E0
3041,Swansea,86,2016.6,85,10,E0
3042,Newcastle,81,2016.6,75,11,E0
3043,Leicester,75,2016.6,71,12,E0
3044,Crystal Palace,70,2016.6,69,13,E0
3045,West Brom,70,2016.6,69,13,E0
3046,Sunderland,62,2016.6,62,14,E0
3047,Aston Villa,53,2016.6,52,15,E0
3048,Hull,48,2016.6,45,16,E0
3049,Norwich,47,2016.6,44,17,E0
3050,Burnley,26,2016.6,22,18,E0
3051,Watford,24,2016.6,24,19,E0
3052,Bournemouth,23,2016.6,20,20,E0
3053,QPR,23,2016.6,19,20,E0
3054,Cardiff,20,2016.6,20,21,E0
3055,Fulham,18,2016.6,16,22,E0
3056,Middlesbrough,1,2016.6,0,23,E0
3057,Huddersfield,0,2016.6,0,24,E0
3058,Brighton,0,2016.6,0,24,E0
3059,Wolves,0,2016.6,0,24,E0
3060,Sheffield United,0,2016.6,0,24,E0
3061,Man City,135,2016.5,131,1,E0
3062,Arsenal,125,2016.5,116,2,E0
3063,Chelsea,124,2016.5,122,3,E0
3064,Liverpool,119,2016.5,111,4,E0
3065,Man United,118,2016.5,111,5,E0
3066,Tottenham,105,2016.5,104,6,E0
3067,Southampton,103,2016.5,97,7,E0
3068,Stoke,97,2016.5,93,8,E0
3069,Everton,93,2016.5,87,9,E0
3070,West Ham,89,2016.5,83,10,E0
3071,Swansea,85,2016.5,81,11,E0
3072,Newcastle,81,2016.5,75,12,E0
3073,Leicester,71,2016.5,65,13,E0
3074,Crystal Palace,69,2016.5,66,14,E0
3075,West Brom,69,2016.5,68,14,E0
3076,Sunderland,62,2016.5,55,15,E0
3077,Aston Villa,53,2016.5,52,16,E0
3078,Norwich,47,2016.5,44,17,E0
3079,Hull,45,2016.5,41,18,E0
3080,Watford,24,2016.5,20,19,E0
3081,QPR,23,2016.5,19,20,E0
3082,Burnley,22,2016.5,19,21,E0
3083,Cardiff,20,2016.5,20,22,E0
3084,Bournemouth,20,2016.5,19,22,E0
3085,Fulham,18,2016.5,16,23,E0
3086,Huddersfield,0,2016.5,0,24,E0
3087,Wolves,0,2016.5,0,24,E0
3088,Brighton,0,2016.5,0,24,E0
3089,Middlesbrough,0,2016.5,0,24,E0
3090,Sheffield United,0,2016.5,0,24,E0
3091,Man City,135,2016.4,131,1,E0
3092,Arsenal,125,2016.4,116,2,E0
3093,Chelsea,124,2016.4,122,3,E0
3094,Liverpool,119,2016.4,111,4,E0
3095,Man United,118,2016.4,111,5,E0
3096,Tottenham,105,2016.4,104,6,E0
3097,Southampton,103,2016.4,97,7,E0
3098,Stoke,97,2016.4,93,8,E0
3099,Everton,93,2016.4,87,9,E0
3100,West Ham,89,2016.4,83,10,E0
3101,Swansea,85,2016.4,81,11,E0
3102,Newcastle,81,2016.4,75,12,E0
3103,Leicester,71,2016.4,65,13,E0
3104,Crystal Palace,69,2016.4,66,14,E0
3105,West Brom,69,2016.4,68,14,E0
3106,Sunderland,62,2016.4,55,15,E0
3107,Aston Villa,53,2016.4,52,16,E0
3108,Norwich,47,2016.4,44,17,E0
3109,Hull,45,2016.4,41,18,E0
3110,Watford,24,2016.4,20,19,E0
3111,QPR,23,2016.4,19,20,E0
3112,Burnley,22,2016.4,19,21,E0
3113,Cardiff,20,2016.4,20,22,E0
3114,Bournemouth,20,2016.4,19,22,E0
3115,Fulham,18,2016.4,16,23,E0
3116,Middlesbrough,0,2016.4,0,24,E0
3117,Huddersfield,0,2016.4,0,24,E0
3118,Wolves,0,2016.4,0,24,E0
3119,Sheffield United,0,2016.4,0,24,E0
3120,Brighton,0,2016.4,0,24,E0
3121,Man City,135,2016.3,131,1,E0
3122,Arsenal,125,2016.3,116,2,E0
3123,Chelsea,124,2016.3,122,3,E0
3124,Liverpool,119,2016.3,111,4,E0
3125,Man United,118,2016.3,111,5,E0
3126,Tottenham,105,2016.3,104,6,E0
3127,Southampton,103,2016.3,97,7,E0
3128,Stoke,97,2016.3,93,8,E0
3129,Everton,93,2016.3,87,9,E0
3130,West Ham,89,2016.3,83,10,E0
3131,Swansea,85,2016.3,81,11,E0
3132,Newcastle,81,2016.3,75,12,E0
3133,Leicester,71,2016.3,65,13,E0
3134,Crystal Palace,69,2016.3,66,14,E0
3135,West Brom,69,2016.3,68,14,E0
3136,Sunderland,62,2016.3,55,15,E0
3137,Aston Villa,53,2016.3,52,16,E0
3138,Norwich,47,2016.3,44,17,E0
3139,Hull,45,2016.3,41,18,E0
3140,Watford,24,2016.3,20,19,E0
3141,QPR,23,2016.3,19,20,E0
3142,Burnley,22,2016.3,19,21,E0
3143,Bournemouth,20,2016.3,19,22,E0
3144,Cardiff,20,2016.3,20,22,E0
3145,Fulham,18,2016.3,16,23,E0
3146,Sheffield United,0,2016.3,0,24,E0
3147,Huddersfield,0,2016.3,0,24,E0
3148,Brighton,0,2016.3,0,24,E0
3149,Middlesbrough,0,2016.3,0,24,E0
3150,Wolves,0,2016.3,0,24,E0
3151,Man City,131,2016.2,128,1,E0
3152,Chelsea,122,2016.2,121,2,E0
3153,Arsenal,116,2016.2,112,3,E0
3154,Man United,111,2016.2,105,4,E0
3155,Liverpool,111,2016.2,107,4,E0
3156,Tottenham,104,2016.2,98,5,E0
3157,Southampton,97,2016.2,91,6,E0
3158,Stoke,93,2016.2,92,7,E0
3159,Everton,87,2016.2,86,8,E0
3160,West Ham,83,2016.2,81,9,E0
3161,Swansea,81,2016.2,75,10,E0
3162,Newcastle,75,2016.2,70,11,E0
3163,West Brom,68,2016.2,68,12,E0
3164,Crystal Palace,66,2016.2,62,13,E0
3165,Leicester,65,2016.2,58,14,E0
3166,Sunderland,55,2016.2,54,15,E0
3167,Aston Villa,52,2016.2,52,16,E0
3168,Hull,45,2016.2,41,17,E0
3169,Norwich,44,2016.2,41,18,E0
3170,QPR,23,2016.2,19,19,E0
3171,Burnley,22,2016.2,19,20,E0
3172,Watford,20,2016.2,19,21,E0
3173,Cardiff,20,2016.2,20,21,E0
3174,Bournemouth,19,2016.2,19,22,E0
3175,Fulham,18,2016.2,16,23,E0
3176,Middlesbrough,0,2016.2,0,24,E0
3177,Huddersfield,0,2016.2,0,24,E0
3178,Wolves,0,2016.2,0,24,E0
3179,Brighton,0,2016.2,0,24,E0
3180,Sheffield United,0,2016.2,0,24,E0
3181,Man City,128,2016.1,125,1,E0
3182,Chelsea,121,2016.1,113,2,E0
3183,Arsenal,112,2016.1,109,3,E0
3184,Liverpool,107,2016.1,101,4,E0
3185,Man United,105,2016.1,96,5,E0
3186,Tottenham,98,2016.1,94,6,E0
3187,Stoke,92,2016.1,86,7,E0
3188,Southampton,91,2016.1,90,8,E0
3189,Everton,86,2016.1,86,9,E0
3190,West Ham,81,2016.1,75,10,E0
3191,Swansea,75,2016.1,72,11,E0
3192,Newcastle,70,2016.1,70,12,E0
3193,West Brom,68,2016.1,62,13,E0
3194,Crystal Palace,62,2016.1,62,14,E0
3195,Leicester,58,2016.1,51,15,E0
3196,Sunderland,54,2016.1,50,16,E0
3197,Aston Villa,52,2016.1,52,17,E0
3198,Hull,45,2016.1,41,18,E0
3199,Norwich,41,2016.1,39,19,E0
3200,QPR,23,2016.1,19,20,E0
3201,Burnley,22,2016.1,19,21,E0
3202,Cardiff,20,2016.1,20,22,E0
3203,Bournemouth,19,2016.1,13,23,E0
3204,Watford,19,2016.1,18,23,E0
3205,Fulham,18,2016.1,16,24,E0
3206,Sheffield United,0,2016.1,0,25,E0
3207,Wolves,0,2016.1,0,25,E0
3208,Brighton,0,2016.1,0,25,E0
3209,Middlesbrough,0,2016.1,0,25,E0
3210,Huddersfield,0,2016.1,0,25,E0
3211,Man City,125,2016.0,121,1,E0
3212,Chelsea,113,2016.0,111,2,E0
3213,Arsenal,109,2016.0,105,3,E0
3214,Liverpool,101,2016.0,99,4,E0
3215,Man United,96,2016.0,90,5,E0
3216,Tottenham,94,2016.0,88,6,E0
3217,Southampton,90,2016.0,81,7,E0
3218,Stoke,86,2016.0,82,8,E0
